	ACCN	#of members	final_clus_rep
1457	NP_042335.1	35	NP_042335.1
99866	YP_010113283.1	35	YP_010113283.1
99904	YP_010113398.1	35	YP_010113398.1
110162	YP_010672269.1	35	YP_010672269.1
105783	YP_010654146.1	35	YP_010654146.1
54051	YP_009226932.1	35	YP_009226932.1
99943	YP_010113544.1	35	YP_010113544.1
104399	YP_010644592.1	35	YP_010644592.1
15267	YP_003858472.1	35	YP_003858472.1
95477	YP_010080526.1	35	YP_010080526.1
34305	YP_008530666.1	35	YP_008530666.1
76162	YP_009793714.1	35	YP_009793714.1
84146	YP_009835858.1	35	YP_009835858.1
53870	YP_009226528.1	35	YP_009226528.1
115488	YP_238712.1	35	YP_238712.1
99760	YP_010112550.1	35	YP_010112550.1
99747	YP_010112416.1	35	YP_010112416.1
104226	YP_010598130.1	35	YP_010598130.1
31833	YP_008125632.1	35	YP_008125632.1
99147	YP_010110301.1	35	YP_010110301.1
51787	YP_009218040.1	35	YP_009218040.1
92915	YP_010001603.1	35	YP_010001603.1
74159	YP_009777696.1	35	YP_009777696.1
99222	YP_010110587.1	35	YP_010110587.1
14134	YP_003213031.1	35	YP_003213031.1
47038	YP_009173932.1	35	YP_009173932.1
99743	YP_010112345.1	35	YP_010112345.1
87737	YP_009854335.1	35	YP_009854335.1
11036	YP_001671769.1	35	YP_001671769.1
52441	YP_009221220.1	35	YP_009221220.1
96516	YP_010086551.1	35	YP_010086551.1
89586	YP_009883822.1	35	YP_009883822.1
64894	YP_009508926.1	35	YP_009508926.1
99722	YP_010112203.1	35	YP_010112203.1
61921	YP_009361935.1	35	YP_009361935.1
112619	YP_010684951.1	35	YP_010684951.1
60125	YP_009336819.1	35	5LSF_B
8228	YP_001425604.1	35	YP_001425604.1
94137	YP_010056890.1	35	YP_010056890.1
8096	YP_001294499.1	35	YP_001294499.1
114040	YP_053086.1	35	4U4H_A
109523	YP_010670424.1	35	YP_010670424.1
22760	YP_006607876.1	35	YP_006607876.1
36872	YP_009009413.1	35	YP_009009413.1
21336	YP_006382372.1	35	YP_006382372.1
43329	YP_009125400.1	35	YP_009125400.1
98107	YP_010102949.1	35	YP_010102949.1
101896	YP_010355195.1	35	YP_010355195.1
101895	YP_010355185.1	35	YP_010355185.1
10029	YP_001491571.1	35	YP_001491571.1
24249	YP_007002275.1	35	YP_007002275.1
36816	YP_009009162.1	35	YP_009009162.1
114020	YP_052933.1	35	1AHS_A
56424	YP_009281125.1	35	YP_009281125.1
91416	YP_009949426.1	35	YP_009949426.1
83660	YP_009833350.1	35	YP_009833350.1
64323	YP_009505540.1	35	5OY9_A
101210	YP_010302997.1	35	YP_010302997.1
91435	YP_009949464.1	35	YP_009949464.1
38308	YP_009017766.1	35	YP_009017766.1
103300	YP_010359039.1	35	7QOJ_E
80155	YP_009812715.1	35	YP_009812715.1
57473	YP_009293267.1	35	YP_009293267.1
105429	YP_010651408.1	35	YP_010651408.1
31525	YP_008060556.1	35	YP_008060556.1
94134	YP_010056883.1	35	YP_010056883.1
91918	YP_009962735.1	35	YP_009962735.1
49783	YP_009201978.1	35	YP_009201978.1
94171	YP_010057006.1	35	YP_010057006.1
77414	YP_009799918.1	35	YP_009799918.1
75074	YP_009786353.1	35	YP_009786353.1
12518	YP_002154163.1	35	YP_002154163.1
115468	YP_238671.1	34	YP_238671.1
29808	YP_007877431.1	34	8H89_A
75469	YP_009789458.1	34	YP_009789458.1
25781	YP_007007067.1	34	YP_007007067.1
17500	YP_004306517.1	34	YP_004306517.1
74696	YP_009784715.1	34	YP_009784715.1
68156	YP_009600971.1	34	YP_009600971.1
95910	YP_010083573.1	34	YP_010083573.1
27797	YP_007392408.1	34	YP_007392408.1
25892	YP_007007329.1	34	YP_007007329.1
110126	YP_010672058.1	34	YP_010672058.1
72955	YP_009640061.1	34	YP_009640061.1
94479	YP_010059460.1	34	YP_010059460.1
29683	YP_007761588.1	34	YP_007761588.1
110117	YP_010672031.1	34	YP_010672031.1
54730	YP_009255352.1	34	YP_009255352.1
11040	YP_001671817.1	34	YP_001671817.1
105418	YP_010651344.1	34	YP_010651344.1
43303	YP_009125096.1	34	YP_009125096.1
86473	YP_009847105.1	34	YP_009847105.1
94473	YP_010059417.1	34	YP_010059417.1
106894	YP_010658590.1	34	YP_010658590.1
117588	YP_717735.1	34	YP_717735.1
21338	YP_006382406.1	34	YP_006382406.1
104655	YP_010648379.1	34	YP_010648379.1
11442	YP_001836970.1	34	YP_001836970.1
73640	YP_009666234.1	34	YP_009666234.1
100286	YP_010114602.1	34	YP_010114602.1
38672	YP_009021848.1	34	YP_009021848.1
24132	YP_007001578.1	34	YP_007001578.1
50164	YP_009207166.1	34	YP_009207166.1
372	4FQK_A	34	4FQK_A
6658	NP_938255.1	34	NP_938255.1
73373	YP_009665195.1	34	4Z5V_A
16713	YP_004207846.1	34	YP_004207846.1
6655	NP_938239.1	34	7FA3_A
13978	YP_003084408.1	34	YP_003084408.1
96223	YP_010084864.1	34	YP_010084864.1
43679	YP_009134256.1	34	YP_009134256.1
4302	NP_523346.1	34	NP_523346.1
68151	YP_009600950.1	34	YP_009600950.1
73741	YP_009666707.1	34	YP_009666707.1
92147	YP_009977048.1	34	YP_009977048.1
53244	YP_009223772.1	34	YP_009223772.1
101903	YP_010355229.1	34	YP_010355229.1
89196	YP_009879699.1	34	YP_009879699.1
68155	YP_009600968.1	34	YP_009600968.1
56606	YP_009284628.1	34	YP_009284628.1
110358	YP_010672904.1	34	YP_010672904.1
54518	YP_009250068.1	34	YP_009250068.1
89492	YP_009882986.1	34	YP_009882986.1
66753	YP_009595939.1	34	YP_009595939.1
72574	YP_009638601.1	34	YP_009638601.1
78888	YP_009807744.1	34	YP_009807744.1
94236	YP_010058907.1	34	YP_010058907.1
5558	NP_817452.1	34	NP_817452.1
90926	YP_009908510.1	34	YP_009908510.1
29547	YP_007677225.1	34	YP_007677225.1
9620	YP_001468408.1	34	YP_001468408.1
48894	YP_009195393.1	34	YP_009195393.1
56638	YP_009284808.1	34	YP_009284808.1
83944	YP_009834817.1	34	YP_009834817.1
31686	YP_008061513.1	34	YP_008061513.1
87268	YP_009851017.1	34	YP_009851017.1
29672	YP_007678109.1	34	YP_007678109.1
2639	NP_056688.1	34	NP_056688.1
48395	YP_009189597.1	34	YP_009189597.1
105462	YP_010651522.1	34	YP_010651522.1
101300	YP_010303303.1	34	YP_010303303.1
3432	NP_112043.1	34	8B1T_A
51185	YP_009215420.1	34	YP_009215420.1
62451	YP_009408376.1	34	YP_009408376.1
103902	YP_010510490.1	34	YP_010510490.1
68215	YP_009601119.1	34	YP_009601119.1
34326	YP_008531319.1	34	YP_008531319.1
29564	YP_007677510.1	34	YP_007677510.1
50693	YP_009212241.1	34	YP_009212241.1
21148	YP_005352801.1	34	6H82_I
77256	YP_009798979.1	34	YP_009798979.1
24041	YP_006990275.1	34	YP_006990275.1
91077	YP_009910201.1	34	YP_009910201.1
82656	YP_009823345.1	34	YP_009823345.1
103377	YP_010359334.1	34	YP_010359334.1
61924	YP_009361945.1	34	2C36_A
25042	YP_007005620.1	34	YP_007005620.1
17978	YP_004324805.1	34	YP_004324805.1
35725	YP_009001731.1	34	YP_009001731.1
107013	YP_010659493.1	34	YP_010659493.1
92699	YP_009999736.1	34	YP_009999736.1
65258	YP_009551987.1	34	2EWL_A
82351	YP_009821690.1	34	7SG7_S
91671	YP_009951799.1	34	YP_009951799.1
111364	YP_010677228.1	34	YP_010677228.1
2638	NP_056678.1	34	NP_056678.1
33434	YP_008320351.1	34	YP_008320351.1
45007	YP_009151641.1	34	YP_009151641.1
59598	YP_009329658.1	34	7PHY_A
44132	YP_009146016.1	34	YP_009146016.1
30351	YP_008050934.1	34	YP_008050934.1
74414	YP_009782522.1	34	YP_009782522.1
59305	YP_009328928.1	34	4DJB_A
47366	YP_009174862.1	34	YP_009174862.1
94101	YP_010056783.1	34	YP_010056783.1
21334	YP_006382259.1	34	YP_006382259.1
78827	YP_009807413.1	34	YP_009807413.1
104190	YP_010597335.1	34	YP_010597335.1
99181	YP_010110501.1	34	YP_010110501.1
38424	YP_009021001.1	34	YP_009021001.1
16783	YP_004251001.1	34	YP_004251001.1
36826	YP_009009272.1	34	YP_009009272.1
1309	NP_040575.1	34	1IFL_A
23690	YP_006987891.1	34	YP_006987891.1
48700	YP_009193956.1	34	YP_009193956.1
56081	YP_009277369.1	33	YP_009277369.1
28910	YP_007674887.1	33	YP_007674887.1
24042	YP_006990276.1	33	YP_006990276.1
64901	YP_009508999.1	33	YP_009508999.1
104656	YP_010648380.1	33	YP_010648380.1
112850	YP_010720002.1	33	YP_010720002.1
23663	YP_006987713.1	33	YP_006987713.1
57559	YP_009300792.1	33	YP_009300792.1
16497	YP_004061469.1	33	YP_004061469.1
65011	YP_009513180.1	33	YP_009513180.1
100749	YP_010297731.1	33	YP_010297731.1
78102	YP_009802509.1	33	YP_009802509.1
41029	YP_009099463.1	33	YP_009099463.1
68159	YP_009600987.1	33	YP_009600987.1
24252	YP_007002282.1	33	YP_007002282.1
80117	YP_009812658.1	33	YP_009812658.1
68204	YP_009601077.1	33	YP_009601077.1
104905	YP_010648970.1	33	YP_010648970.1
58751	YP_009321227.1	33	YP_009321227.1
15738	YP_003969979.1	33	5C5T_A
116529	YP_398635.1	33	8FJK_V
2572	NP_051792.1	33	NP_051792.1
58370	YP_009304191.1	33	YP_009304191.1
2275	NP_048640.1	33	8H2I_cA
57252	YP_009291347.1	33	YP_009291347.1
10037	YP_001491714.1	33	YP_001491714.1
12146	YP_002003316.1	33	YP_002003316.1
94146	YP_010056905.1	33	YP_010056905.1
27798	YP_007392419.1	33	YP_007392419.1
68164	YP_009601013.1	33	YP_009601013.1
95407	YP_010080217.1	33	YP_010080217.1
41619	YP_009103280.1	33	YP_009103280.1
100396	YP_010115327.1	33	YP_010115327.1
6830	NP_944918.1	33	NP_944918.1
43701	YP_009134294.1	33	YP_009134294.1
91958	YP_009963970.1	33	YP_009963970.1
13646	YP_002854719.1	33	YP_002854719.1
97916	YP_010100186.1	33	YP_010100186.1
64082	YP_009482788.1	33	YP_009482788.1
46271	YP_009167658.1	33	YP_009167658.1
7648	YP_001111234.1	33	YP_001111234.1
25848	YP_007007152.1	33	YP_007007152.1
43564	YP_009130662.1	33	YP_009130662.1
43501	YP_009126881.1	33	YP_009126881.1
60495	YP_009337833.1	33	YP_009337833.1
1506	NP_042767.1	33	3GWL_A
114152	YP_068362.1	33	YP_068362.1
115676	YP_239812.1	33	YP_239812.1
114149	YP_068344.1	33	YP_068344.1
66085	YP_009594429.1	33	YP_009594429.1
17508	YP_004306656.1	33	YP_004306656.1
43186	YP_009124279.1	33	YP_009124279.1
50477	YP_009210460.1	33	YP_009210460.1
17548	YP_004306812.1	33	YP_004306812.1
75047	YP_009786288.1	33	YP_009786288.1
80721	YP_009814961.1	33	YP_009814961.1
91206	YP_009913971.1	33	YP_009913971.1
75179	YP_009787465.1	33	YP_009787465.1
75186	YP_009787686.1	33	YP_009787686.1
50775	YP_009212877.1	33	YP_009212877.1
114640	YP_164422.1	33	YP_164422.1
70750	YP_009616718.1	33	YP_009616718.1
5569	NP_817483.1	33	NP_817483.1
48893	YP_009195357.1	33	YP_009195357.1
109268	YP_010669653.1	33	YP_010669653.1
107468	YP_010660916.1	33	YP_010660916.1
35921	YP_009003383.1	33	YP_009003383.1
6648	NP_938061.1	33	8FJK_A
49053	YP_009196728.1	33	YP_009196728.1
93200	YP_010013898.1	33	YP_010013898.1
3143	NP_076525.1	33	NP_076525.1
96642	YP_010087407.1	33	YP_010087407.1
27517	YP_007354307.1	33	YP_007354307.1
96122	YP_010084397.1	33	YP_010084397.1
96915	YP_010089645.1	33	YP_010089645.1
70976	YP_009618628.1	33	YP_009618628.1
48892	YP_009195351.1	33	YP_009195351.1
16685	YP_004123871.1	33	YP_004123871.1
30414	YP_008051776.1	33	YP_008051776.1
92682	YP_009998679.1	33	YP_009998679.1
2672	NP_058468.1	33	NP_058468.1
227	3CNF_A	33	3CNF_A
70831	YP_009617065.1	33	YP_009617065.1
13801	YP_002939686.1	33	YP_002939686.1
30673	YP_008058129.1	33	YP_008058129.1
2424	NP_049500.1	33	2GA4_A
8081	YP_001294418.1	33	YP_001294418.1
6287	NP_861740.1	33	NP_861740.1
114850	YP_195050.1	33	YP_195050.1
97484	YP_010093589.1	33	YP_010093589.1
5570	NP_817484.1	33	NP_817484.1
50311	YP_009208127.1	33	YP_009208127.1
63743	YP_009481137.1	33	YP_009481137.1
5180	NP_733902.1	33	2WE0_A
31973	YP_008126181.1	33	YP_008126181.1
113259	YP_010741482.1	33	YP_010741482.1
89511	YP_009883193.1	33	YP_009883193.1
90201	YP_009902807.1	33	YP_009902807.1
89941	YP_009885963.1	33	YP_009885963.1
5333	NP_783312.1	33	6GSH_A
47030	YP_009173908.1	33	YP_009173908.1
118093	YP_851053.1	33	YP_851053.1
47024	YP_009173885.1	33	YP_009173885.1
42159	YP_009111049.1	33	YP_009111049.1
63727	YP_009481041.1	33	YP_009481041.1
113395	YP_010742849.1	33	YP_010742849.1
75479	YP_009789476.1	33	YP_009789476.1
93597	YP_010051543.1	33	YP_010051543.1
29722	YP_007869894.1	33	YP_007869894.1
93660	YP_010052585.1	33	YP_010052585.1
15337	YP_003934820.1	32	YP_003934820.1
241	3IFU_A	32	3IFU_A
82347	YP_009821682.1	32	YP_009821682.1
79912	YP_009810973.1	32	YP_009810973.1
6299	NP_862842.1	32	NP_862842.1
12745	YP_002225036.1	32	YP_002225036.1
92361	YP_009996846.1	32	YP_009996846.1
103224	YP_010358687.1	32	YP_010358687.1
18008	YP_004325014.1	32	YP_004325014.1
27457	YP_007354129.1	32	YP_007354129.1
39300	YP_009041983.1	32	2NV9_A
34928	YP_008853953.1	32	YP_008853953.1
34708	YP_008770793.1	32	YP_008770793.1
14860	YP_003407152.1	32	YP_003407152.1
94127	YP_010056862.1	32	YP_010056862.1
56749	YP_009286056.1	32	YP_009286056.1
41028	YP_009099460.1	32	YP_009099460.1
92029	YP_009964793.1	32	YP_009964793.1
12741	YP_002224993.1	32	YP_002224993.1
56832	YP_009287252.1	32	YP_009287252.1
24214	YP_007002127.1	32	YP_007002127.1
12746	YP_002225061.1	32	YP_002225061.1
24236	YP_007002175.1	32	YP_007002175.1
24238	YP_007002191.1	32	YP_007002191.1
24240	YP_007002196.1	32	YP_007002196.1
33635	YP_008409819.1	32	YP_008409819.1
91957	YP_009963884.1	32	YP_009963884.1
24243	YP_007002209.1	32	YP_007002209.1
34929	YP_008853954.1	32	YP_008853954.1
6176	NP_858988.1	32	NP_858988.1
97662	YP_010095261.1	32	YP_010095261.1
105998	YP_010655353.1	32	YP_010655353.1
42245	YP_009112723.1	32	YP_009112723.1
30421	YP_008051891.1	32	YP_008051891.1
36152	YP_009005002.1	32	YP_009005002.1
68214	YP_009601110.1	32	YP_009601110.1
115297	YP_227425.1	32	YP_227425.1
92816	YP_010000157.1	32	YP_010000157.1
115300	YP_227491.1	32	YP_227491.1
38468	YP_009021128.1	32	YP_009021128.1
45056	YP_009151846.1	32	YP_009151846.1
75799	YP_009791439.1	32	YP_009791439.1
88811	YP_009875903.1	32	YP_009875903.1
115424	YP_238593.1	32	YP_238593.1
45111	YP_009152754.1	32	YP_009152754.1
88155	YP_009856121.1	32	YP_009856121.1
96402	YP_010085686.1	32	YP_010085686.1
12618	YP_002158829.1	32	YP_002158829.1
33551	YP_008408697.1	32	YP_008408697.1
11449	YP_001837011.1	32	YP_001837011.1
73642	YP_009666238.1	32	YP_009666238.1
11448	YP_001836999.1	32	YP_001836999.1
29522	YP_007677055.1	32	YP_007677055.1
68213	YP_009601105.1	32	YP_009601105.1
30403	YP_008051553.1	32	YP_008051553.1
103685	YP_010374257.1	32	YP_010374257.1
94396	YP_010059225.1	32	YP_010059225.1
22629	YP_006560971.1	32	YP_006560971.1
115118	YP_214638.1	32	YP_214638.1
52773	YP_009222179.1	32	YP_009222179.1
84775	YP_009839462.1	32	YP_009839462.1
57778	YP_009302398.1	32	YP_009302398.1
94103	YP_010056789.1	32	YP_010056789.1
38347	YP_009018682.1	32	YP_009018682.1
26642	YP_007112847.1	32	YP_007112847.1
89446	YP_009882646.1	32	YP_009882646.1
2673	NP_058474.1	32	NP_058474.1
105032	YP_010649255.1	32	YP_010649255.1
97092	YP_010090614.1	32	YP_010090614.1
1430	NP_042071.1	32	NP_042071.1
97036	YP_010090359.1	32	YP_010090359.1
48895	YP_009195405.1	32	YP_009195405.1
58112	YP_009303108.1	32	YP_009303108.1
18064	YP_004327200.1	32	YP_004327200.1
268	3MLZ_P	32	3MLZ_P
5365	NP_795468.1	32	NP_795468.1
1221	NP_039186.1	32	3KEA_A
48465	YP_009190385.1	32	YP_009190385.1
33779	YP_008431033.1	32	YP_008431033.1
32292	YP_008239433.1	32	YP_008239433.1
7090	NP_958634.1	32	NP_958634.1
46299	YP_009167780.1	32	YP_009167780.1
33816	YP_008431276.1	32	YP_008431276.1
75138	YP_009786742.1	32	YP_009786742.1
117067	YP_654740.1	32	1XJU_A
5859	NP_818646.1	32	NP_818646.1
19414	YP_004928135.1	32	7XIV_B
77406	YP_009799898.1	32	YP_009799898.1
65353	YP_009552481.1	32	YP_009552481.1
34321	YP_008531075.1	32	YP_008531075.1
39894	YP_009047157.1	32	YP_009047157.1
78825	YP_009807382.1	32	YP_009807382.1
47554	YP_009177217.1	32	YP_009177217.1
25025	YP_007005475.1	32	YP_007005475.1
90163	YP_009901414.1	32	YP_009901414.1
86968	YP_009849755.1	32	YP_009849755.1
40319	YP_009055060.1	32	8B8D_A
101174	YP_010302872.1	32	YP_010302872.1
50550	YP_009210953.1	32	YP_009210953.1
56395	YP_009280100.1	32	YP_009280100.1
108527	YP_010667146.1	32	YP_010667146.1
17811	YP_004323629.1	32	YP_004323629.1
5774	NP_818265.1	32	NP_818265.1
5742	NP_818153.1	32	NP_818153.1
76635	YP_009796842.1	32	YP_009796842.1
42569	YP_009119218.1	32	YP_009119218.1
17771	YP_004323228.1	32	YP_004323228.1
94260	YP_010058996.1	32	YP_010058996.1
2891	NP_064858.1	32	NP_064858.1
60487	YP_009337819.1	32	YP_009337819.1
16926	YP_004286186.1	32	YP_004286186.1
64909	YP_009509110.1	32	YP_009509110.1
98161	YP_010104176.1	32	YP_010104176.1
81868	YP_009820141.1	32	YP_009820141.1
74673	YP_009784473.1	32	3A9L_A
90966	YP_009908933.1	32	6IST_A
6855	NP_945118.1	32	4J39_A
1271	NP_040132.1	32	NP_040132.1
82561	YP_009822664.1	32	YP_009822664.1
3392	NP_078678.1	32	NP_078678.1
51038	YP_009214016.1	32	YP_009214016.1
112175	YP_010680225.1	32	YP_010680225.1
117694	YP_762392.1	32	YP_762392.1
76604	YP_009796786.1	32	YP_009796786.1
20449	YP_004957577.1	32	YP_004957577.1
51330	YP_009216358.1	32	YP_009216358.1
109679	YP_010671168.1	32	YP_010671168.1
55638	YP_009275435.1	32	YP_009275435.1
43316	YP_009125156.1	32	YP_009125156.1
94703	YP_010060334.1	32	YP_010060334.1
5754	NP_818189.1	32	NP_818189.1
55718	YP_009275907.1	31	YP_009275907.1
86659	YP_009848161.1	31	YP_009848161.1
26598	YP_007112429.1	31	2OB9_A
115200	YP_223990.1	31	YP_223990.1
76334	YP_009794904.1	31	YP_009794904.1
5193	NP_733981.2	31	7CHK_A
6887	NP_954944.1	31	NP_954944.1
108734	YP_010667462.1	31	YP_010667462.1
96374	YP_010085425.1	31	YP_010085425.1
88197	YP_009856976.1	31	YP_009856976.1
73639	YP_009666179.1	31	YP_009666179.1
13402	YP_002456081.1	31	YP_002456081.1
94947	YP_010064759.1	31	YP_010064759.1
10655	YP_001504159.1	31	YP_001504159.1
67832	YP_009600039.1	31	YP_009600039.1
84142	YP_009835792.1	31	YP_009835792.1
58383	YP_009304305.1	31	YP_009304305.1
55241	YP_009273947.1	31	YP_009273947.1
49125	YP_009197843.1	31	YP_009197843.1
51036	YP_009213931.1	31	YP_009213931.1
54063	YP_009227188.1	31	5K6K_A
3939	NP_150151.1	31	NP_150151.1
50965	YP_009213632.1	31	YP_009213632.1
84322	YP_009837188.1	31	YP_009837188.1
49051	YP_009196704.1	31	YP_009196704.1
112621	YP_010684959.1	31	YP_010684959.1
48978	YP_009196074.1	31	YP_009196074.1
55725	YP_009275996.1	31	YP_009275996.1
96574	YP_010086956.1	31	YP_010086956.1
55358	YP_009274338.1	31	YP_009274338.1
40229	YP_009052351.1	31	YP_009052351.1
34179	YP_008438578.1	31	YP_008438578.1
30363	YP_008051020.1	31	YP_008051020.1
2585	NP_051972.1	31	5USH_A
55365	YP_009274349.1	31	YP_009274349.1
31680	YP_008061254.1	31	YP_008061254.1
12688	YP_002224099.1	31	YP_002224099.1
72575	YP_009638649.1	31	YP_009638649.1
80733	YP_009815145.1	31	YP_009815145.1
43859	YP_009140650.1	31	YP_009140650.1
32235	YP_008130286.1	31	YP_008130286.1
9986	YP_001469321.1	31	YP_001469321.1
12796	YP_002241875.1	31	YP_002241875.1
112885	YP_010731622.1	31	YP_010731622.1
22721	YP_006589979.1	31	8H89_J
4318	NP_536366.1	31	NP_536366.1
24215	YP_007002129.1	31	YP_007002129.1
43676	YP_009134249.1	31	YP_009134249.1
100812	YP_010297899.1	31	YP_010297899.1
93405	YP_010050424.1	31	YP_010050424.1
56803	YP_009286446.1	31	YP_009286446.1
20689	YP_005087124.1	31	YP_005087124.1
92026	YP_009964619.1	31	YP_009964619.1
23135	YP_006907426.1	31	YP_006907426.1
48577	YP_009191638.1	31	YP_009191638.1
92020	YP_009964171.1	31	YP_009964171.1
12747	YP_002225068.1	31	YP_002225068.1
14537	YP_003358789.1	31	YP_003358789.1
86056	YP_009845629.1	31	YP_009845629.1
22596	YP_006560775.1	31	YP_006560775.1
16433	YP_004010318.1	31	YP_004010318.1
87536	YP_009853789.1	31	YP_009853789.1
114064	YP_068014.1	31	2CH8_A
24257	YP_007002298.1	31	YP_007002298.1
52041	YP_009219506.1	31	YP_009219506.1
112925	YP_010738127.1	31	YP_010738127.1
56064	YP_009277317.1	31	YP_009277317.1
12685	YP_002224076.1	31	YP_002224076.1
44543	YP_009149560.1	31	YP_009149560.1
65014	YP_009513188.1	31	YP_009513188.1
113485	YP_010748657.1	31	YP_010748657.1
1327	NP_040708.1	31	1TX9_A
14821	YP_003407014.1	31	YP_003407014.1
77347	YP_009799675.1	31	YP_009799675.1
11569	YP_001931967.1	31	YP_001931967.1
12836	YP_002261427.1	31	YP_002261427.1
29574	YP_007677619.1	31	YP_007677619.1
12723	YP_002224947.1	31	YP_002224947.1
1348	NP_040935.1	31	NP_040935.1
44241	YP_009146778.1	31	YP_009146778.1
91332	YP_009944310.1	31	6MEA_A
75039	YP_009786212.1	31	YP_009786212.1
72541	YP_009637388.1	31	YP_009637388.1
75037	YP_009786210.1	31	YP_009786210.1
23111	YP_006907364.1	31	YP_006907364.1
18632	YP_004538966.1	31	YP_004538966.1
112705	YP_010685911.1	31	YP_010685911.1
44133	YP_009146022.1	31	YP_009146022.1
56941	YP_009287961.1	31	YP_009287961.1
49092	YP_009197015.1	31	YP_009197015.1
58808	YP_009321493.1	31	YP_009321493.1
37378	YP_009012506.1	31	YP_009012506.1
94554	YP_010059637.1	31	YP_010059637.1
117120	YP_655676.1	31	YP_655676.1
12521	YP_002154231.1	31	YP_002154231.1
105708	YP_010652780.1	31	YP_010652780.1
38335	YP_009018369.1	31	YP_009018369.1
110221	YP_010672474.1	31	YP_010672474.1
10763	YP_001522880.1	31	YP_001522880.1
61820	YP_009361691.1	31	YP_009361691.1
17415	YP_004306106.1	31	YP_004306106.1
83441	YP_009832071.1	31	YP_009832071.1
17800	YP_004323533.1	31	YP_004323533.1
109237	YP_010669387.1	31	YP_010669387.1
2531	NP_050610.1	31	NP_050610.1
105753	YP_010653781.1	31	YP_010653781.1
109899	YP_010671443.1	31	YP_010671443.1
17902	YP_004324207.1	31	YP_004324207.1
394	4JPP_A	31	4JPP_A
36815	YP_009009147.1	31	YP_009009147.1
81693	YP_009819557.1	31	YP_009819557.1
60873	YP_009345571.1	31	YP_009345571.1
61005	YP_009345889.1	31	YP_009345889.1
36319	YP_009005985.1	31	YP_009005985.1
17749	YP_004323005.1	31	YP_004323005.1
90650	YP_009904538.1	30	YP_009904538.1
70712	YP_009616357.1	30	YP_009616357.1
56506	YP_009282737.1	30	YP_009282737.1
103908	YP_010510642.1	30	YP_010510642.1
22692	YP_006570.1	30	4ZLX_A
103907	YP_010510595.1	30	YP_010510595.1
44836	YP_009150722.1	30	YP_009150722.1
12786	YP_002241726.1	30	YP_002241726.1
18862	YP_004680224.1	30	1AOL_A
95530	YP_010081747.1	30	YP_010081747.1
113284	YP_010742285.1	30	YP_010742285.1
26644	YP_007112864.1	30	YP_007112864.1
12524	YP_002154316.1	30	YP_002154316.1
91776	YP_009954276.1	30	YP_009954276.1
15385	YP_003969141.1	30	YP_003969141.1
93594	YP_010051534.1	30	YP_010051534.1
92207	YP_009981746.1	30	7QOG_C
101923	YP_010355491.1	30	YP_010355491.1
21657	YP_006383031.1	30	YP_006383031.1
12687	YP_002224096.1	30	YP_002224096.1
15017	YP_003668029.1	30	YP_003668029.1
5717	NP_818098.1	30	NP_818098.1
114294	YP_073820.1	30	7RAM_B
24135	YP_007001607.1	30	YP_007001607.1
302	3PMK_N	30	3PMK_N
114641	YP_164423.1	30	YP_164423.1
113262	YP_010741640.1	30	YP_010741640.1
53859	YP_009226513.1	30	YP_009226513.1
89512	YP_009883235.1	30	YP_009883235.1
113813	YP_024832.1	30	YP_024832.1
86249	YP_009846217.1	30	YP_009846217.1
86248	YP_009846215.1	30	YP_009846215.1
1707	NP_044893.1	30	NP_044893.1
42679	YP_009119554.1	30	YP_009119554.1
66081	YP_009594417.1	30	YP_009594417.1
86247	YP_009846214.1	30	YP_009846214.1
86245	YP_009846207.1	30	YP_009846207.1
82212	YP_009820974.1	30	YP_009820974.1
58141	YP_009303211.1	30	YP_009303211.1
53861	YP_009226515.1	30	YP_009226515.1
17615	YP_004322181.1	30	YP_004322181.1
75525	YP_009789666.1	30	YP_009789666.1
80729	YP_009815111.1	30	YP_009815111.1
25045	YP_007005653.1	30	YP_007005653.1
